stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
978-1,,四斗内,,37.593006,140.408432,Z978-1,,0,,,
979-1,,永田,,37.596129,140.402642,Z979-1,,0,,,
980-1,,山の入,,37.601303,140.393906,Z980-1,,0,,,
981-1,,毘沙門堂,,37.598463,140.382490,Z981-1,,0,,,
982-1,,萩坂,,37.601371,140.375476,Z982-1,,0,,,
983-1,,立石,,37.600254,140.369389,Z983-1,,0,,,
984-1,,グランド前,,37.600716,140.361632,Z984-1,,0,,,
985-1,,岳二丁目,,37.602154,140.359118,Z985-1,,0,,,
985-2,,岳二丁目,,37.601906,140.360045,Z985-2,,0,,,
986-1,,岳温泉,,37.605949,140.357184,Z986-1,,0,,,
990-1,,奥岳,,37.623289,140.324778,Z990-1,,0,,,
994-1,,大坦,,37.585905,140.425004,Z994-1,,0,,,
995-1,,寺の町,,37.581522,140.419808,Z995-1,,0,,,
996-1,,正法寺,,37.580575,140.418457,Z996-1,,0,,,
997-1,,高越,,37.578457,140.416397,Z997-1,,0,,,
998-1,,中山田,,37.576325,140.409940,Z998-1,,0,,,
999-1,,堀米,,37.575320,140.404290,Z999-1,,0,,,
1000-1,,諏訪林,,37.577489,140.397656,Z1000-1,,0,,,
1001-1,,大畑,,37.580975,140.391822,Z1001-1,,0,,,
1002-1,,原瀬住民会館前,,37.583265,140.390856,Z1002-1,,0,,,
1003-1,,堰下,,37.590012,140.388710,Z1003-1,,0,,,
1004-1,,川原,,37.592607,140.385578,Z1004-1,,0,,,
1005-1,,仲神,,37.596073,140.383920,Z1005-1,,0,,,
1014-1,,二本松営業所,,37.589072,140.447461,Z1014-1,,0,,,
1014-2,,二本松営業所,,37.588878,140.447454,Z1014-2,,0,,,
1014-3,,二本松営業所,,37.588795,140.447298,Z1014-3,,0,,,
1015-1,,上竹,,37.585010,140.448833,Z1015-1,,0,,,
1015-2,,上竹,,37.584992,140.448442,Z1015-2,,0,,,
1016-1,,高田橋,,37.582685,140.455320,Z1016-1,,0,,,
1016-2,,高田橋,,37.583047,140.454354,Z1016-2,,0,,,
1016-3,,高田橋,,37.581888,140.453726,Z1016-3,,0,,,
1017-1,,赤坂,,37.578025,140.455272,Z1017-1,,0,,,
1018-1,,一本木,,37.574084,140.456095,Z1018-1,,0,,,
1019-1,,赤井沢,,37.567715,140.454443,Z1019-1,,0,,,
1020-1,,五老内,,37.562689,140.455490,Z1020-1,,0,,,
1021-1,,中町,,37.560444,140.457241,Z1021-1,,0,,,
1021-2,,中町,,37.559674,140.457325,Z1021-2,,0,,,
1022-1,,石井住民センター,,37.558347,140.459087,Z1022-1,,0,,,
1050-1,,三春大町,,37.442336,140.490025,Z1050-1,,0,,,
1050-2,,三春大町,,37.442259,140.490026,Z1050-2,,0,,,
1071-1,,小浜,,37.560711,140.508217,Z1071-1,,0,,,
1087-1,,庚申山,,37.558852,140.461164,Z1087-1,,0,,,
1088-1,,鈴石神社前,,37.553002,140.468344,Z1088-1,,0,,,
1089-1,,伝承舘前,,37.549051,140.468820,Z1089-1,,0,,,
1090-1,,寺の前,,37.542454,140.470556,Z1090-1,,0,,,
1091-1,,養堂屋敷,,37.537588,140.473669,Z1091-1,,0,,,
1101-1,,木の崎,,37.575699,140.462102,Z1101-1,,0,,,
1102-1,,大稲場,,37.572959,140.468791,Z1102-1,,0,,,
1102-2,,大稲場,,37.572773,140.468760,Z1102-2,,0,,,
1103-1,,大林,,37.571059,140.474970,Z1103-1,,0,,,
1104-1,,遠山入口,,37.571385,140.479596,Z1104-1,,0,,,
1105-1,,神明石,,37.572233,140.482584,Z1105-1,,0,,,
1106-1,,愛宕山下,,37.569870,140.490073,Z1106-1,,0,,,
1107-1,,作,,37.567833,140.494207,Z1107-1,,0,,,
1108-1,,大池田入口,,37.566514,140.502961,Z1108-1,,0,,,
1109-1,,樋の口,,37.567974,140.509115,Z1109-1,,0,,,
1109-2,,樋の口,,37.568054,140.509012,Z1109-2,,0,,,
1110-1,,小浜新町,,37.563341,140.508228,Z1110-1,,0,,,
1111-1,,中央新町,,37.561607,140.508009,Z1111-1,,0,,,
1131-1,,百目木入口,,37.530798,140.610111,Z1131-1,,0,,,
1132-1,,堂内,,37.531527,140.611576,Z1132-1,,0,,,
1133-1,,茂原入口,,37.532357,140.612700,Z1133-1,,0,,,
1134-1,,百目木,,37.533195,140.614252,Z1134-1,,0,,,
1135-1,,百目木上町,,37.533721,140.616089,Z1135-1,,0,,,
1136-1,,搦手,,37.535987,140.618648,Z1136-1,,0,,,
1155-1,,松原南,,36.936373,140.406550,Z1155-1,,0,,,
1195-1,,島の内,,37.576830,140.470516,Z1195-1,,0,,,
1196-1,,大平農協前,,37.579611,140.474760,Z1196-1,,0,,,
1197-1,,宮の下,,37.578955,140.481870,Z1197-1,,0,,,
1198-1,,宮本,,37.578678,140.485993,Z1198-1,,0,,,
1199-1,,中井橋,,37.579435,140.487915,Z1199-1,,0,,,
1204-1,,変電所前,,37.597069,140.451156,Z1204-1,,0,,,
1205-1,,安達ヶ原,,37.593137,140.463686,Z1205-1,,0,,,
1205-2,,安達ヶ原,,37.593440,140.462912,Z1205-2,,0,,,
1206-1,,安達ヶ原公園前,,37.593267,140.467077,Z1206-1,,0,,,
1206-2,,安達ヶ原公園前,,37.593224,140.467174,Z1206-2,,0,,,
1207-1,,工業団地入口,,37.594201,140.469565,Z1207-1,,0,,,
1208-1,,矢の戸,,37.595035,140.473060,Z1208-1,,0,,,
1209-1,,石畑,,37.594311,140.477622,Z1209-1,,0,,,
1209-2,,石畑,,37.594449,140.477258,Z1209-2,,0,,,
1210-1,,蓬田,,37.591283,140.482871,Z1210-1,,0,,,
1210-2,,蓬田,,37.591237,140.483105,Z1210-2,,0,,,
1211-1,,巻渕,,37.591824,140.489354,Z1211-1,,0,,,
1211-2,,巻渕,,37.591726,140.489442,Z1211-2,,0,,,
1212-1,,浅川,,37.589687,140.492795,Z1212-1,,0,,,
1212-2,,浅川,,37.589560,140.492808,Z1212-2,,0,,,
1212-3,,浅川,,37.589562,140.492490,Z1212-3,,0,,,
1213-1,,十文字,,37.585189,140.500344,Z1213-1,,0,,,
1214-1,,下長折,,37.582532,140.504969,Z1214-1,,0,,,
1215-1,,藤,,37.582711,140.507922,Z1215-1,,0,,,
1216-1,,小瀬川,,37.592398,140.515625,Z1216-1,,0,,,
1216-2,,小瀬川,,37.592344,140.515690,Z1216-2,,0,,,
1217-1,,川口,,37.594417,140.519403,Z1217-1,,0,,,
1217-2,,川口,,37.594224,140.518915,Z1217-2,,0,,,
1218-1,,荻の田,,37.591003,140.526011,Z1218-1,,0,,,
1219-1,,楽内,,37.590551,140.531995,Z1219-1,,0,,,
1220-1,,前石田,,37.591394,140.536127,Z1220-1,,0,,,
1239-1,,太田若宮,,37.592842,140.539196,Z1239-1,,0,,,
1240-1,,海方作,,37.596723,140.542338,Z1240-1,,0,,,
1241-1,,深田,,37.598811,140.548639,Z1241-1,,0,,,
1242-1,,長沢,,37.599078,140.553364,Z1242-1,,0,,,
1243-1,,古峰神社前,,37.599766,140.558760,Z1243-1,,0,,,
1244-1,,小久田,,37.600241,140.563041,Z1244-1,,0,,,
1280-1,,御徒町,,37.600955,140.443528,Z1280-1,,0,,,
1281-1,,表塩沢,,37.602503,140.444189,Z1281-1,,0,,,
1282-1,,塩沢宮の下,,37.606193,140.444920,Z1282-1,,0,,,
1283-1,,表団地,,37.608711,140.444273,Z1283-1,,0,,,
1283-2,,表団地,,37.608915,140.444355,Z1283-2,,0,,,
1284-1,,日卸石,,37.611243,140.443751,Z1284-1,,0,,,
1285-1,,持東林,,37.614989,140.439938,Z1285-1,,0,,,
1286-1,,銀杏木,,37.617096,140.434975,Z1286-1,,0,,,
1286-2,,銀杏木,,37.617465,140.435086,Z1286-2,,0,,,
1287-1,,上原,,37.619469,140.430263,Z1287-1,,0,,,
1288-1,,中の目,,37.621199,140.422621,Z1288-1,,0,,,
1289-1,,鉄扇橋,,37.623888,140.416376,Z1289-1,,0,,,
1289-2,,鉄扇橋,,37.623847,140.416730,Z1289-2,,0,,,
1289-3,,鉄扇橋,,37.623663,140.417222,Z1289-3,,0,,,
1290-1,,下小屋入口,,37.624817,140.412973,Z1290-1,,0,,,
1291-1,,笹小屋,,37.627570,140.403604,Z1291-1,,0,,,
1292-1,,休石原,,37.627979,140.396505,Z1292-1,,0,,,
1293-1,,休石,,37.630308,140.386877,Z1293-1,,0,,,
1294-1,,サファリパーク前,,37.638318,140.366191,Z1294-1,,0,,,
1295-1,,木の根坂,,37.639684,140.356499,Z1295-1,,0,,,
1296-1,,道谷坂,,37.640423,140.350083,Z1296-1,,0,,,
1297-1,,湯川渓谷入口,,37.641571,140.341338,Z1297-1,,0,,,
1297-2,,湯川渓谷入口,,37.642058,140.341666,Z1297-2,,0,,,
1298-1,,塩沢温泉,,37.642205,140.333625,Z1298-1,,0,,,
1299-1,,塩沢一丁目,,37.614229,140.429907,Z1299-1,,0,,,
1300-1,,塩沢学校前,,37.614014,140.425329,Z1300-1,,0,,,
1301-1,,畑中,,37.617464,140.421328,Z1301-1,,0,,,
1302-1,,道場原,,37.619716,140.419476,Z1302-1,,0,,,
1303-1,,江垂研修センター前,,37.695104,140.969938,Z1303-1,,0,,,
1304-1,,小島田,,37.690797,140.980280,Z1304-1,,0,,,
1305-1,,川子,,37.681997,140.976079,Z1305-1,,0,,,
1306-1,,松迫,,37.670327,140.998125,Z1306-1,,0,,,
1312-1,,二本松駅前,,37.589889,140.435244,Z1312-1,,0,,,
1317-1,,東根崎,,37.595853,140.451376,Z1317-1,,0,,,
1318-1,,文化センター,,37.594082,140.450501,Z1318-1,,0,,,
1318-2,,文化センター,,37.594099,140.450386,Z1318-2,,0,,,
1321-1,,北小泉,,37.808540,140.920610,Z1321-1,,0,,,
1322-1,,公立相馬病院,,37.811439,140.921664,Z1322-1,,0,,,
1323-1,,新沼,,37.814622,140.921326,Z1323-1,,0,,,
1324-1,,石上,,37.823259,140.919655,Z1324-1,,0,,,
1324-2,,石上,,37.823424,140.919781,Z1324-2,,0,,,
1325-1,,地蔵川原,,37.833857,140.918368,Z1325-1,,0,,,
1325-2,,地蔵川原,,37.832841,140.918534,Z1325-2,,0,,,
1326-1,,塚部,,37.836047,140.918231,Z1326-1,,0,,,
1326-2,,塚部,,37.835998,140.918376,Z1326-2,,0,,,
1377-1,,宇多川町,,37.796822,140.924117,Z1377-1,,0,,,
1378-1,,向町,,37.794139,140.924421,Z1378-1,,0,,,
1379-1,,ショッピングタウン・ベガ,,37.787337,140.929348,Z1379-1,,0,,,
1380-1,,向山,,37.783524,140.931836,Z1380-1,,0,,,
1381-1,,百尺観音入口,,37.773958,140.935936,Z1381-1,,0,,,
1382-1,,立谷,,37.764519,140.942237,Z1382-1,,0,,,
1383-1,,柚木入口,,37.755097,140.952982,Z1383-1,,0,,,
1383-2,,柚木入口,,37.755485,140.952550,Z1383-2,,0,,,
1384-1,,赤木,,37.748073,140.954626,Z1384-1,,0,,,
1384-2,,赤木,,37.748445,140.954431,Z1384-2,,0,,,
1385-1,,相馬清水,,37.741533,140.954124,Z1385-1,,0,,,
1385-2,,相馬清水,,37.742482,140.954012,Z1385-2,,0,,,
1386-1,,永渡,,37.732767,140.953466,Z1386-1,,0,,,
1387-1,,土樋,,37.723405,140.954593,Z1387-1,,0,,,
1387-2,,土樋,,37.722965,140.954728,Z1387-2,,0,,,
1388-1,,茂手,,37.711805,140.961103,Z1388-1,,0,,,
1389-1,,鹿島農協前,,37.709861,140.962708,Z1389-1,,0,,,
1390-1,,厚生病院前,,37.708746,140.963849,Z1390-1,,0,,,
1391-1,,鹿島上町,,37.705097,140.966038,Z1391-1,,0,,,
1391-2,,鹿島上町,,37.706493,140.965869,Z1391-2,,0,,,
1392-1,,鹿島中町,,37.703736,140.966684,Z1392-1,,0,,,
1393-1,,鹿島駅前,,37.702136,140.967422,Z1393-1,,0,,,
1393-2,,鹿島駅前,,37.702113,140.967534,Z1393-2,,0,,,
1394-1,,鹿島下町,,37.699602,140.968879,Z1394-1,,0,,,
1394-2,,鹿島下町,,37.699342,140.968834,Z1394-2,,0,,,
1395-1,,真野入口,,37.696351,140.969087,Z1395-1,,0,,,
1395-2,,真野入口,,37.697059,140.968969,Z1395-2,,0,,,
1396-1,,江垂,,37.688612,140.969394,Z1396-1,,0,,,
1397-1,,塩の崎,,37.681138,140.968600,Z1397-1,,0,,,
1398-1,,五本松,,37.669550,140.964881,Z1398-1,,0,,,
1399-1,,高松入口,,37.664396,140.962212,Z1399-1,,0,,,
1400-1,,植松,,37.660223,140.961412,Z1400-1,,0,,,
1400-2,,植松,,37.661255,140.961581,Z1400-2,,0,,,
1401-1,,上高平,,37.654669,140.962755,Z1401-1,,0,,,
1402-1,,新田橋,,37.651588,140.960671,Z1402-1,,0,,,
1408-1,,百槻,,37.792762,140.930169,Z1408-1,,0,,,
1409-1,,神明前,,37.792577,140.935418,Z1409-1,,0,,,
1409-2,,神明前,,37.792479,140.935094,Z1409-2,,0,,,
1410-1,,大曲,,37.789643,140.948002,Z1410-1,,0,,,
1411-1,,橋本前,,37.788478,140.951921,Z1411-1,,0,,,
1412-1,,飯豊,,37.787267,140.955206,Z1412-1,,0,,,
1413-1,,大師前,,37.785591,140.959381,Z1413-1,,0,,,
1414-1,,柏崎,,37.783055,140.963211,Z1414-1,,0,,,
1414-2,,柏崎,,37.782931,140.963115,Z1414-2,,0,,,
1415-1,,梅川,,37.781484,140.967463,Z1415-1,,0,,,
1419-1,,磯部選果場前,,37.764614,140.989636,Z1419-1,,0,,,
1420-1,,磯部学校,,37.760464,140.991314,Z1420-1,,0,,,
1421-1,,金草入口,,37.754033,140.996069,Z1421-1,,0,,,
1422-1,,蒲庭浜,,37.748425,141.001208,Z1422-1,,0,,,
1423-1,,蒲庭,,37.743820,141.003650,Z1423-1,,0,,,
1424-1,,立切,,37.729269,141.004961,Z1424-1,,0,,,
1425-1,,舘前,,37.727659,141.004143,Z1425-1,,0,,,
1425-2,,舘前,,37.727279,141.003853,Z1425-2,,0,,,
1435-1,,堂ヶ迫,,37.732876,140.998383,Z1435-1,,0,,,
1436-1,,獺庭,,37.739233,140.992186,Z1436-1,,0,,,
1437-1,,葉山前,,37.741188,140.980948,Z1437-1,,0,,,
1438-1,,柚木,,37.740674,140.973019,Z1438-1,,0,,,
1439-1,,上柚木,,37.743966,140.967223,Z1439-1,,0,,,
1440-1,,北柚木,,37.746464,140.964565,Z1440-1,,0,,,
1441-1,,松ヶ沢,,37.752910,140.957724,Z1441-1,,0,,,
1442-1,,清水橋,,37.788803,140.913273,Z1442-1,,0,,,
1442-2,,清水橋,,37.788584,140.913219,Z1442-2,,0,,,
1443-1,,熊野神社入口,,37.787077,140.913716,Z1443-1,,0,,,
1443-2,,熊野神社入口,,37.786410,140.913686,Z1443-2,,0,,,
1444-1,,岡本,,37.782211,140.914959,Z1444-1,,0,,,
1445-1,,八幡,,37.776144,140.911902,Z1445-1,,0,,,
1446-1,,八幡前,,37.773932,140.912695,Z1446-1,,0,,,
1447-1,,坪田,,37.770259,140.913874,Z1447-1,,0,,,
1448-1,,台町,,37.766771,140.915042,Z1448-1,,0,,,
1449-1,,松道,,37.760741,140.916028,Z1449-1,,0,,,
1449-2,,松道,,37.760785,140.915943,Z1449-2,,0,,,
1450-1,,富沢,,37.752959,140.915548,Z1450-1,,0,,,
1451-1,,長老,,37.743248,140.915218,Z1451-1,,0,,,
1452-1,,御山辻,,37.737466,140.918996,Z1452-1,,0,,,
1453-1,,角川原,,37.732535,140.928311,Z1453-1,,0,,,
1454-1,,前川原,,37.724533,140.930726,Z1454-1,,0,,,
1455-1,,車川,,37.721718,140.929824,Z1455-1,,0,,,
1456-1,,浮田,,37.720377,140.929412,Z1456-1,,0,,,
1457-1,,もみの木沢,,37.715520,140.928559,Z1457-1,,0,,,
1458-1,,小山田,,37.708217,140.928562,Z1458-1,,0,,,
1459-1,,小草,,37.696867,140.929754,Z1459-1,,0,,,
1460-1,,小池原,,37.689963,140.932042,Z1460-1,,0,,,
1460-2,,小池原,,37.689625,140.931747,Z1460-2,,0,,,
1461-1,,深野,,37.671060,140.932312,Z1461-1,,0,,,
1462-1,,豪倉前,,37.666602,140.932067,Z1462-1,,0,,,
1463-1,,上田,,37.651788,140.932010,Z1463-1,,0,,,
1464-1,,石神,,37.643137,140.935189,Z1464-1,,0,,,
1467-1,,西町,,37.636761,140.948787,Z1467-1,,0,,,
1468-1,,相馬農業高校前,,37.638259,140.954908,Z1468-1,,0,,,
1473-1,,羽山下,,37.731844,140.909436,Z1473-1,,0,,,
1474-1,,下栃窪,,37.729395,140.902863,Z1474-1,,0,,,
1475-1,,簡易局前,,37.728728,140.898534,Z1475-1,,0,,,
1476-1,,公会堂前,,37.727723,140.894710,Z1476-1,,0,,,
1477-1,,今宮,,37.724001,140.887039,Z1477-1,,0,,,
1478-1,,浜井場,,37.723988,140.882027,Z1478-1,,0,,,
1479-1,,作業所前,,37.725101,140.877652,Z1479-1,,0,,,
1480-1,,橋端,,37.724187,140.870786,Z1480-1,,0,,,
1481-1,,上栃窪,,37.722542,140.866628,Z1481-1,,0,,,
1486-1,,本風呂,,37.728622,140.917159,Z1486-1,,0,,,
1487-1,,馬見塚,,37.725692,140.919746,Z1487-1,,0,,,
1488-1,,中の内,,37.722889,140.926006,Z1488-1,,0,,,
1489-1,,診療所前,,37.722959,140.928642,Z1489-1,,0,,,
1490-1,,満中内,,37.717558,140.936188,Z1490-1,,0,,,
1491-1,,宮前,,37.715723,140.940696,Z1491-1,,0,,,
1492-1,,岡和田,,37.712650,140.948561,Z1492-1,,0,,,
1503-1,,烏崎,,37.676299,141.009961,Z1503-1,,0,,,
1505-1,,堤入口,,37.677296,140.999009,Z1505-1,,0,,,
1506-1,,大内,,37.680040,140.993013,Z1506-1,,0,,,
1507-1,,安の子,,37.681811,140.989375,Z1507-1,,0,,,
1509-1,,柚原,,37.693705,140.975391,Z1509-1,,0,,,
1535-1,,桜田山下,,37.699269,140.960899,Z1535-1,,0,,,
1536-1,,寺内,,37.696524,140.954758,Z1536-1,,0,,,
1537-1,,横峰入口,,37.693360,140.943883,Z1537-1,,0,,,
1538-1,,遊園地前,,37.690956,140.935890,Z1538-1,,0,,,
1539-1,,原畑,,37.688627,140.929261,Z1539-1,,0,,,
1540-1,,宮前橋,,37.688091,140.921940,Z1540-1,,0,,,
1541-1,,風穴湯,,37.690208,140.915178,Z1541-1,,0,,,
1542-1,,立目石,,37.689483,140.908197,Z1542-1,,0,,,
1543-1,,中塚,,37.689176,140.901474,Z1543-1,,0,,,
1544-1,,橲原,,37.689162,140.896474,Z1544-1,,0,,,
1557-1,,郡山駅前,,37.399365,140.387880,Z1557-1,,0,,,
1557-2,,郡山駅前,,37.399223,140.388108,Z1557-2,,0,,,
1557-3,,郡山駅前,,37.399084,140.388137,Z1557-3,,0,,,
1557-5,,郡山駅前,,37.398826,140.387943,Z1557-5,,0,,,
1557-6,,郡山駅前,,37.398706,140.387819,Z1557-6,,0,,,
1557-7,,郡山駅前,,37.398642,140.388193,Z1557-7,,0,,,
1557-8,,郡山駅前,,37.398786,140.388230,Z1557-8,,0,,,
1557-9,,郡山駅前,,37.398931,140.388268,Z1557-9,,0,,,
1557-10,,郡山駅前,,37.399083,140.388305,Z1557-10,,0,,,
1557-11,,郡山駅前,,37.399247,140.388295,Z1557-11,,0,,,
1557-12,,郡山駅前,,37.399383,140.388189,Z1557-12,,0,,,
1558-1,,中央大町,,37.398017,140.385376,Z1558-1,,0,,,
1558-2,,中央大町,,37.398035,140.385177,Z1558-2,,0,,,
1558-3,,中央大町,,37.398404,140.384277,Z1558-3,,0,,,
1559-1,,清水台二丁目,,37.399615,140.383784,Z1559-1,,0,,,
1559-2,,清水台二丁目,,37.399456,140.383936,Z1559-2,,0,,,
1560-1,,赤木町,,37.401384,140.384797,Z1560-1,,0,,,
1560-2,,赤木町,,37.401242,140.384972,Z1560-2,,0,,,
1561-1,,大町二丁目,,37.406091,140.384033,Z1561-1,,0,,,
1561-2,,大町二丁目,,37.404693,140.384433,Z1561-2,,0,,,
1561-3,,大町二丁目,,37.404887,140.385678,Z1561-3,,0,,,
1561-4,,大町二丁目,,37.405381,140.382784,Z1561-4,,0,,,
1562-1,,金堀田,,37.410632,140.385656,Z1562-1,,0,,,
1562-2,,金堀田,,37.410419,140.385730,Z1562-2,,0,,,
1563-1,,三春街道入口,,37.413354,140.388442,Z1563-1,,0,,,
1563-2,,三春街道入口,,37.413240,140.388594,Z1563-2,,0,,,
1564-1,,日東紡テクノ,,37.413556,140.397425,Z1564-1,,0,,,
1564-2,,日東紡テクノ,,37.413076,140.396892,Z1564-2,,0,,,
1565-1,,日東前,,37.415341,140.399780,Z1565-1,,0,,,
1565-2,,日東前,,37.415283,140.399858,Z1565-2,,0,,,
1566-1,,陣場,,37.419396,140.405234,Z1566-1,,0,,,
1566-2,,陣場,,37.419171,140.405032,Z1566-2,,0,,,
1567-1,,郡山大町,,37.400308,140.385791,Z1567-1,,0,,,
1568-1,,大重,,37.402365,140.387051,Z1568-1,,0,,,
1569-1,,梅田,,37.405630,140.388623,Z1569-1,,0,,,
1569-2,,梅田,,37.405553,140.388687,Z1569-2,,0,,,
1570-1,,久保田,,37.409116,140.390235,Z1570-1,,0,,,
1570-2,,久保田,,37.409322,140.390421,Z1570-2,,0,,,
1571-1,,富久山,,37.413425,140.391167,Z1571-1,,0,,,
1571-2,,富久山,,37.412386,140.391219,Z1571-2,,0,,,
1572-1,,行健小学校,,37.417006,140.391154,Z1572-1,,0,,,
1572-2,,行健小学校,,37.417156,140.391239,Z1572-2,,0,,,
1573-1,,富久山寺ノ下,,37.421466,140.391457,Z1573-1,,0,,,
1573-2,,富久山寺ノ下,,37.421389,140.391524,Z1573-2,,0,,,
1574-1,,福原,,37.425112,140.391821,Z1574-1,,0,,,
1574-2,,福原,,37.425131,140.391905,Z1574-2,,0,,,
1575-1,,沼の下,,37.429477,140.392682,Z1575-1,,0,,,
1575-2,,沼の下,,37.429547,140.392780,Z1575-2,,0,,,
1576-1,,牛ヶ池団地入口,,37.432968,140.390946,Z1576-1,,0,,,
1576-2,,牛ヶ池団地入口,,37.432743,140.391253,Z1576-2,,0,,,
1578-1,,上野,,37.414741,140.386477,Z1578-1,,0,,,
1578-2,,上野,,37.415273,140.386642,Z1578-2,,0,,,
1579-1,,大原,,37.419002,140.386057,Z1579-1,,0,,,
1579-2,,大原,,37.419252,140.386128,Z1579-2,,0,,,
1580-1,,総合南東北病院,,37.422249,140.384526,Z1580-1,,0,,,
1580-2,,総合南東北病院,,37.422949,140.384494,Z1580-2,,0,,,
1582-1,,乙高,,37.408079,140.381485,Z1582-1,,0,,,
1582-2,,乙高,,37.408209,140.381470,Z1582-2,,0,,,
1583-1,,久保田変電所,,37.412532,140.377806,Z1583-1,,0,,,
1583-2,,久保田変電所,,37.412811,140.377686,Z1583-2,,0,,,
1587-1,,赤木小学校,,37.405802,140.380455,Z1587-1,,0,,,
1587-2,,赤木小学校,,37.406000,140.380228,Z1587-2,,0,,,
1588-1,,咲田二丁目,,37.406185,140.378302,Z1588-1,,0,,,
1588-2,,咲田二丁目,,37.406310,140.378485,Z1588-2,,0,,,
1589-1,,西ノ内一丁目,,37.407771,140.371459,Z1589-1,,0,,,
1589-2,,西ノ内一丁目,,37.407932,140.371362,Z1589-2,,0,,,
1590-1,,第五中学校,,37.408059,140.368337,Z1590-1,,0,,,
1590-2,,第五中学校,,37.408198,140.368464,Z1590-2,,0,,,
1591-1,,太田西ノ内病院前,,37.408303,140.365499,Z1591-1,,0,,,
1591-2,,太田西ノ内病院前,,37.408467,140.364853,Z1591-2,,0,,,
1592-1,,朝日三丁目,,37.407621,140.358660,Z1592-1,,0,,,
1592-2,,朝日三丁目,,37.407800,140.358761,Z1592-2,,0,,,
1593-1,,稲川原,,37.415254,140.371582,Z1593-1,,0,,,
1593-2,,稲川原,,37.415411,140.370935,Z1593-2,,0,,,
1594-1,,山王林,,37.417229,140.364233,Z1594-1,,0,,,
1594-2,,山王林,,37.417467,140.363975,Z1594-2,,0,,,
1595-1,,富田中学校,,37.419676,140.360599,Z1595-1,,0,,,
1596-1,,行人田,,37.421025,140.357425,Z1596-1,,0,,,
1597-1,,市営テニスコート,,37.421920,140.352253,Z1597-1,,0,,,
1597-2,,市営テニスコート,,37.421887,140.353989,Z1597-2,,0,,,
1599-1,,並木,,37.411312,140.361285,Z1599-1,,0,,,
1599-2,,並木,,37.411220,140.361458,Z1599-2,,0,,,
1600-1,,並木五丁目,,37.412383,140.358881,Z1600-1,,0,,,
1601-1,,大島,,37.414447,140.356335,Z1601-1,,0,,,
1602-1,,阿久戸,,37.415806,140.351467,Z1602-1,,0,,,
1603-1,,下富田,,37.419512,140.347702,Z1603-1,,0,,,
1604-1,,富田小学校,,37.421819,140.346444,Z1604-1,,0,,,
1604-2,,富田小学校,,37.421873,140.346542,Z1604-2,,0,,,
1606-1,,清水台,,37.399329,140.380493,Z1606-1,,0,,,
1606-2,,清水台,,37.399438,140.380717,Z1606-2,,0,,,
1607-1,,虎丸,,37.399338,140.376769,Z1607-1,,0,,,
1607-2,,虎丸,,37.399442,140.378332,Z1607-2,,0,,,
1608-1,,第二中学校,,37.399350,140.373648,Z1608-1,,0,,,
1608-2,,第二中学校,,37.399431,140.372989,Z1608-2,,0,,,
1609-1,,安積黎明高校,,37.399356,140.370039,Z1609-1,,0,,,
1609-2,,安積黎明高校,,37.399450,140.370460,Z1609-2,,0,,,
1610-1,,一本松,,37.399352,140.365748,Z1610-1,,0,,,
1610-2,,一本松,,37.399549,140.364285,Z1610-2,,0,,,
1611-1,,郡山市役所,,37.399615,140.360774,Z1611-1,,0,,,
1611-2,,郡山市役所,,37.399800,140.359512,Z1611-2,,0,,,
1612-1,,郡山女子大学,,37.400022,140.352996,Z1612-1,,0,,,
1612-2,,郡山女子大学,,37.399488,140.354483,Z1612-2,,0,,,
1612-3,,郡山女子大学,,37.399383,140.354413,Z1612-3,,0,,,
1613-1,,桑野二丁目,,37.402048,140.352452,Z1613-1,,0,,,
1613-2,,桑野二丁目,,37.402194,140.352507,Z1613-2,,0,,,
1614-1,,桑野三丁目,,37.405837,140.351393,Z1614-1,,0,,,
1614-2,,桑野三丁目,,37.405492,140.351609,Z1614-2,,0,,,
1615-1,,下亀田,,37.410494,140.349065,Z1615-1,,0,,,
1615-2,,下亀田,,37.410924,140.348767,Z1615-2,,0,,,
1616-1,,第六中学校,,37.413759,140.344664,Z1616-1,,0,,,
1616-2,,第六中学校,,37.413760,140.344974,Z1616-2,,0,,,
1617-1,,富田,,37.419972,140.343852,Z1617-1,,0,,,
1617-2,,富田,,37.419872,140.344110,Z1617-2,,0,,,
1618-1,,コパル前,,37.425142,140.343746,Z1618-1,,0,,,
1618-2,,コパル前,,37.426358,140.343860,Z1618-2,,0,,,
1619-1,,郡山ビッグハート,,37.407546,140.345775,Z1619-1,,0,,,
1619-2,,郡山ビッグハート,,37.407787,140.345505,Z1619-2,,0,,,
1620-1,,希望ヶ丘入口,,37.407735,140.340519,Z1620-1,,0,,,
1620-2,,希望ヶ丘入口,,37.407812,140.340341,Z1620-2,,0,,,
1623-1,,うすい入口,,37.397598,140.382830,Z1623-1,,0,,,
1623-2,,うすい入口,,37.396972,140.382308,Z1623-2,,0,,,
1624-1,,金透小学校,,37.395608,140.381237,Z1624-1,,0,,,
1625-1,,如宝寺,,37.395114,140.379575,Z1625-1,,0,,,
1626-1,,裁判所前,,37.395160,140.376378,Z1626-1,,0,,,
1626-2,,裁判所前,,37.395404,140.375640,Z1626-2,,0,,,
