stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2996-1,,西袋中学校,,37.307561,140.339210,Z2996-1,,0,,,
2997-1,,越久,,37.315730,140.332575,Z2997-1,,0,,,
2998-1,,一夜舘,,37.324523,140.327199,Z2998-1,,0,,,
2999-1,,東町,,37.328873,140.324995,Z2999-1,,0,,,
3000-1,,仁井田,,37.329440,140.323532,Z3000-1,,0,,,
3001-1,,仁井田南町,,37.330228,140.321480,Z3001-1,,0,,,
3003-1,,西原,,37.331129,140.306999,Z3003-1,,0,,,
3004-1,,重郎内,,37.330689,140.301782,Z3004-1,,0,,,
3005-1,,舘ヶ岡,,37.330648,140.295731,Z3005-1,,0,,,
3006-1,,舘ヶ岡公民館,,37.330460,140.293573,Z3006-1,,0,,,
3007-1,,下今泉,,37.327890,140.272791,Z3007-1,,0,,,
3008-1,,今泉,,37.327610,140.270465,Z3008-1,,0,,,
3009-1,,上今泉,,37.327744,140.268858,Z3009-1,,0,,,
3010-1,,白方小学校,,37.326833,140.253547,Z3010-1,,0,,,
3011-1,,西土橋,,37.305700,140.337202,Z3011-1,,0,,,
3012-1,,二枚橋,,37.306064,140.332097,Z3012-1,,0,,,
3013-1,,守子,,37.308811,140.321931,Z3013-1,,0,,,
3014-1,,袋田,,37.311502,140.315579,Z3014-1,,0,,,
3015-1,,向袋田,,37.313878,140.308372,Z3015-1,,0,,,
3016-1,,木曽,,37.313724,140.303074,Z3016-1,,0,,,
3017-1,,矢沢,,37.314691,140.291674,Z3017-1,,0,,,
3018-1,,登の内,,37.306553,140.287441,Z3018-1,,0,,,
3019-1,,滑沢,,37.300154,140.286296,Z3019-1,,0,,,
3020-1,,北の内,,37.295159,140.286645,Z3020-1,,0,,,
3021-1,,西の内,,37.290200,140.286002,Z3021-1,,0,,,
3022-1,,大久保向,,37.287926,140.284987,Z3022-1,,0,,,
3023-1,,川虫内,,37.288601,140.280313,Z3023-1,,0,,,
3024-1,,石の花,,37.289634,140.275399,Z3024-1,,0,,,
3025-1,,黒沢,,37.289976,140.267201,Z3025-1,,0,,,
3026-1,,北横田,,37.290072,140.264712,Z3026-1,,0,,,
3027-1,,矢沢団地,,37.316411,140.286592,Z3027-1,,0,,,
3028-1,,岩瀬支所,,37.318783,140.277227,Z3028-1,,0,,,
3029-1,,下柱田,,37.320001,140.270734,Z3029-1,,0,,,
3030-1,,岩瀬中学校,,37.320091,140.265057,Z3030-1,,0,,,
3031-1,,弥六内入口,,37.320297,140.260667,Z3031-1,,0,,,
3032-1,,上柱田,,37.320607,140.254925,Z3032-1,,0,,,
3033-1,,堀の内,,37.321726,140.248347,Z3033-1,,0,,,
3034-1,,北作,,37.279053,140.300492,Z3034-1,,0,,,
3035-1,,木の崎,,37.278774,140.284670,Z3035-1,,0,,,
3036-1,,下木の崎,,37.273058,140.281234,Z3036-1,,0,,,
3037-1,,矢田野下,,37.266549,140.277429,Z3037-1,,0,,,
3038-1,,矢田野,,37.267492,140.274347,Z3038-1,,0,,,
3039-1,,古舘,,37.268570,140.270011,Z3039-1,,0,,,
3040-1,,桙衝神社,,37.270276,140.264878,Z3040-1,,0,,,
3041-1,,下堀込,,37.277496,140.259390,Z3041-1,,0,,,
3042-1,,堀込,,37.282419,140.253207,Z3042-1,,0,,,
3042-2,,堀込,,37.282408,140.253769,Z3042-2,,0,,,
3043-1,,志茂,,37.286226,140.238188,Z3043-1,,0,,,
3043-2,,志茂,,37.286339,140.239219,Z3043-2,,0,,,
3044-1,,町尻,,37.289118,140.217951,Z3044-1,,0,,,
3044-2,,町尻,,37.289190,140.217959,Z3044-2,,0,,,
3045-1,,金町,,37.289405,140.215735,Z3045-1,,0,,,
3051-1,,上滝田,,37.279019,140.167844,Z3051-1,,0,,,
3052-1,,八十内,,37.276871,140.165217,Z3052-1,,0,,,
3053-1,,金井道,,37.275041,140.160373,Z3053-1,,0,,,
3054-1,,天栄湯,,37.268342,140.140823,Z3054-1,,0,,,
3055-1,,鳳坂峠,,37.266560,140.098349,Z3055-1,,0,,,
3056-1,,羽鳥,,37.272254,140.076425,Z3056-1,,0,,,
3057-1,,大平集会所,,37.277720,140.063686,Z3057-1,,0,,,
3058-1,,大平橋,,37.279916,140.061148,Z3058-1,,0,,,
3059-1,,大平,,37.280026,140.058355,Z3059-1,,0,,,
3060-1,,大槻,,37.271932,140.027103,Z3060-1,,0,,,
3061-1,,湯本支所,,37.273476,140.022358,Z3061-1,,0,,,
3062-1,,田良尾,,37.276288,140.015240,Z3062-1,,0,,,
3063-1,,野仲,,37.279615,140.007569,Z3063-1,,0,,,
3064-1,,下河内,,37.280295,140.003876,Z3064-1,,0,,,
3065-1,,湯本温泉口,,37.279676,139.993211,Z3065-1,,0,,,
3066-1,,湯本,,37.280569,139.989755,Z3066-1,,0,,,
3067-1,,新湯本,,37.281471,139.985032,Z3067-1,,0,,,
3068-1,,坂本橋,,37.279358,139.984458,Z3068-1,,0,,,
3069-1,,二岐,,37.243158,139.988206,Z3069-1,,0,,,
3070-1,,竜生,,37.278986,140.158016,Z3070-1,,0,,,
3071-1,,中木の崎,,37.279916,140.278356,Z3071-1,,0,,,
3077-1,,新鏡石,,37.255636,140.342615,Z3077-1,,0,,,
3078-1,,槻の木,,37.257673,140.334546,Z3078-1,,0,,,
3079-1,,岩渕,,37.256730,140.327013,Z3079-1,,0,,,
3080-1,,保土原下,,37.252047,140.312279,Z3080-1,,0,,,
3080-2,,保土原下,,37.252110,140.312312,Z3080-2,,0,,,
3081-1,,保土原上,,37.250841,140.307695,Z3081-1,,0,,,
3082-1,,沖内入口,,37.246966,140.302615,Z3082-1,,0,,,
3083-1,,十文字,,37.246085,140.298075,Z3083-1,,0,,,
3083-2,,十文字,,37.246689,140.297573,Z3083-2,,0,,,
3084-1,,飯豊,,37.243097,140.290255,Z3084-1,,0,,,
3084-2,,飯豊,,37.243218,140.289981,Z3084-2,,0,,,
3085-1,,広戸小学校,,37.246847,140.283755,Z3085-1,,0,,,
3086-1,,横山,,37.248870,140.275450,Z3086-1,,0,,,
3087-1,,下白子,,37.249249,140.270537,Z3087-1,,0,,,
3088-1,,中白子,,37.251555,140.265000,Z3088-1,,0,,,
3089-1,,上白子,,37.253048,140.257140,Z3089-1,,0,,,
3089-2,,上白子,,37.253106,140.257137,Z3089-2,,0,,,
3090-1,,天栄村役場,,37.254773,140.246526,Z3090-1,,0,,,
3090-2,,天栄村役場,,37.254838,140.246661,Z3090-2,,0,,,
3091-1,,横内,,37.255049,140.243762,Z3091-1,,0,,,
3091-2,,横内,,37.255102,140.243788,Z3091-2,,0,,,
3092-1,,下松本,,37.254287,140.237983,Z3092-1,,0,,,
3092-2,,下松本,,37.254495,140.237064,Z3092-2,,0,,,
3093-1,,戸の内,,37.256704,140.230216,Z3093-1,,0,,,
3094-1,,新屋敷,,37.258767,140.224006,Z3094-1,,0,,,
3095-1,,荒井前,,37.258812,140.220106,Z3095-1,,0,,,
3096-1,,上松本,,37.258614,140.212944,Z3096-1,,0,,,
3097-1,,上屋敷,,37.259954,140.207940,Z3097-1,,0,,,
3098-1,,牧の内,,37.263050,140.198491,Z3098-1,,0,,,
3099-1,,牧本小学校,,37.264569,140.197931,Z3099-1,,0,,,
3100-1,,原町,,37.267103,140.187061,Z3100-1,,0,,,
3101-1,,矢中,,37.268563,140.183305,Z3101-1,,0,,,
3102-1,,八幡前,,37.270628,140.178877,Z3102-1,,0,,,
3103-1,,惣五郎内,,37.274968,140.172706,Z3103-1,,0,,,
3104-1,,滝田,,37.277027,140.170757,Z3104-1,,0,,,
3105-1,,要谷,,37.254747,140.235339,Z3105-1,,0,,,
3106-1,,畑中,,37.250386,140.243470,Z3106-1,,0,,,
3107-1,,四ツ角,,37.239005,140.247039,Z3107-1,,0,,,
3107-2,,四ツ角,,37.238999,140.246932,Z3107-2,,0,,,
3108-1,,大里小学校,,37.236791,140.246836,Z3108-1,,0,,,
3108-2,,大里小学校,,37.236598,140.246768,Z3108-2,,0,,,
3109-1,,沢邸,,37.230140,140.246454,Z3109-1,,0,,,
3109-2,,沢邸,,37.230394,140.246902,Z3109-2,,0,,,
3109-3,,沢邸,,37.230336,140.246880,Z3109-3,,0,,,
3111-1,,南沢入口,,37.221376,140.251224,Z3111-1,,0,,,
3113-1,,南沢,,37.220345,140.261744,Z3113-1,,0,,,
3114-1,,沖内,,37.241433,140.305210,Z3114-1,,0,,,
3115-1,,高林,,37.237225,140.299948,Z3115-1,,0,,,
3116-1,,下小川,,37.235102,140.285351,Z3116-1,,0,,,
3117-1,,中小川,,37.234494,140.281888,Z3117-1,,0,,,
3117-2,,中小川,,37.234021,140.280499,Z3117-2,,0,,,
3118-1,,上小川,,37.234296,140.277260,Z3118-1,,0,,,
3119-1,,仁戸内,,37.234089,140.267254,Z3119-1,,0,,,
3120-1,,桑名屋敷,,37.231627,140.262726,Z3120-1,,0,,,
3121-1,,深沢,,37.231591,140.257773,Z3121-1,,0,,,
3122-1,,南房,,37.231050,140.252983,Z3122-1,,0,,,
3123-1,,西小屋,,37.239158,140.242774,Z3123-1,,0,,,
3124-1,,下丸山,,37.242070,140.234056,Z3124-1,,0,,,
3125-1,,上丸山,,37.242953,140.230689,Z3125-1,,0,,,
3126-1,,丸山車庫,,37.245207,140.225506,Z3126-1,,0,,,
3137-1,,古戸,,37.253235,140.296265,Z3137-1,,0,,,
3138-1,,下古戸,,37.252675,140.298218,Z3138-1,,0,,,
3139-1,,寺作田,,37.250306,140.305662,Z3139-1,,0,,,
3151-1,,町屋,,37.204779,140.249802,Z3151-1,,0,,,
3170-1,,弥次郎,,37.145752,140.217910,Z3170-1,,0,,,
3171-1,,大谷地,,37.150081,140.217447,Z3171-1,,0,,,
3172-1,,広谷地,,37.165956,140.218661,Z3172-1,,0,,,
3173-1,,飯土用入口,,37.181352,140.216416,Z3173-1,,0,,,
3174-1,,外面,,37.184719,140.221131,Z3174-1,,0,,,
3175-1,,滑里川入口,,37.186554,140.223131,Z3175-1,,0,,,
3176-1,,大日向,,37.193823,140.227843,Z3176-1,,0,,,
3176-2,,大日向,,37.192730,140.227899,Z3176-2,,0,,,
3177-1,,愛宕下,,37.198870,140.236202,Z3177-1,,0,,,
3178-1,,増見,,37.200237,140.243558,Z3178-1,,0,,,
3180-1,,大信庁舎前,,37.203240,140.248445,Z3180-1,,0,,,
3180-2,,大信庁舎前,,37.203242,140.248560,Z3180-2,,0,,,
3181-1,,上新城入口,,37.209867,140.250500,Z3181-1,,0,,,
3184-1,,白河駅前,,37.129239,140.213633,Z3184-1,,0,,,
3184-2,,白河駅前,,37.129142,140.213667,Z3184-2,,0,,,
3185-1,,中町,,37.127886,140.214178,Z3185-1,,0,,,
3186-1,,本町,,37.126695,140.216105,Z3186-1,,0,,,
3186-2,,本町,,37.126674,140.215981,Z3186-2,,0,,,
3187-1,,横町,,37.127031,140.219122,Z3187-1,,0,,,
3188-1,,田町,,37.129958,140.220832,Z3188-1,,0,,,
3188-2,,田町,,37.129712,140.220778,Z3188-2,,0,,,
3189-1,,向寺,,37.133665,140.222540,Z3189-1,,0,,,
3189-2,,向寺,,37.133564,140.222573,Z3189-2,,0,,,
3190-1,,女石,,37.139805,140.226056,Z3190-1,,0,,,
3190-2,,女石,,37.139320,140.225857,Z3190-2,,0,,,
3209-1,,道場小路,,37.129737,140.208799,Z3209-1,,0,,,
3209-2,,道場小路,,37.129961,140.207509,Z3209-2,,0,,,
3210-1,,道場町,,37.129861,140.205810,Z3210-1,,0,,,
3210-2,,道場町,,37.130013,140.206041,Z3210-2,,0,,,
3211-1,,変電所前,,37.134631,140.197278,Z3211-1,,0,,,
3212-1,,作田,,37.138292,140.192626,Z3212-1,,0,,,
3212-2,,作田,,37.138456,140.192626,Z3212-2,,0,,,
3214-1,,狐窪,,37.147667,140.185358,Z3214-1,,0,,,
3215-1,,下柏野,,37.153155,140.181431,Z3215-1,,0,,,
3216-1,,上柏野,,37.156542,140.178825,Z3216-1,,0,,,
3217-1,,南,,37.163022,140.174509,Z3217-1,,0,,,
3218-1,,小山,,37.167159,140.170433,Z3218-1,,0,,,
3219-1,,下羽太,,37.169204,140.167383,Z3219-1,,0,,,
3220-1,,中羽太,,37.174111,140.158346,Z3220-1,,0,,,
3221-1,,上羽太,,37.175199,140.153927,Z3221-1,,0,,,
3222-1,,上の原,,37.182572,140.145823,Z3222-1,,0,,,
3223-1,,虫笠,,37.187474,140.138535,Z3223-1,,0,,,
3224-1,,虫笠上,,37.188802,140.136143,Z3224-1,,0,,,
3225-1,,牛窪,,37.191758,140.131828,Z3225-1,,0,,,
3226-1,,真名子,,37.205803,140.117056,Z3226-1,,0,,,
3229-1,,米村,,37.139655,140.188262,Z3229-1,,0,,,
3230-1,,寺前,,37.141766,140.186325,Z3230-1,,0,,,
3231-2,,谷地中入口,,37.144148,140.182989,Z3231-2,,0,,,
3232-1,,谷地中西,,37.147511,140.177127,Z3232-1,,0,,,
3233-1,,下熊倉,,37.153333,140.166429,Z3233-1,,0,,,
3234-1,,西郷一中,,37.154850,140.162935,Z3234-1,,0,,,
3235-1,,熊倉四ツ角,,37.155039,140.161185,Z3235-1,,0,,,
3236-1,,鶴生下,,37.156890,140.145744,Z3236-1,,0,,,
3237-1,,鶴生上,,37.156071,140.144252,Z3237-1,,0,,,
3238-1,,高助,,37.160402,140.135836,Z3238-1,,0,,,
3241-1,,昭和町,,37.129960,140.201988,Z3241-1,,0,,,
3241-2,,昭和町,,37.129910,140.202865,Z3241-2,,0,,,
3242-1,,警察署前,,37.129567,140.199614,Z3242-1,,0,,,
3242-2,,警察署前,,37.129647,140.199516,Z3242-2,,0,,,
3243-1,,とぴあ前,,37.130847,140.191862,Z3243-1,,0,,,
3243-2,,とぴあ前,,37.131049,140.191491,Z3243-2,,0,,,
3244-1,,中山前,,37.131212,140.188040,Z3244-1,,0,,,
3245-1,,火の見下,,37.130339,140.182306,Z3245-1,,0,,,
3246-1,,西原,,37.133222,140.169681,Z3246-1,,0,,,
3246-2,,西原,,37.133342,140.169637,Z3246-2,,0,,,
3247-1,,西原上,,37.135317,140.164606,Z3247-1,,0,,,
3247-2,,西原上,,37.135377,140.164649,Z3247-2,,0,,,
3248-1,,折口原,,37.138006,140.157714,Z3248-1,,0,,,
3248-2,,折口原,,37.138076,140.157749,Z3248-2,,0,,,
