service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
7,1,1,1,1,0,0,0,20260731,20261231
6,0,0,0,0,1,0,0,20260731,20261231
5,0,0,0,0,0,1,0,20260731,20261231
4,0,0,0,0,0,1,1,20260731,20261231
3,0,0,0,0,0,0,1,20260731,20261231
2,0,0,0,0,0,1,0,20260731,20261231
1,1,1,1,1,1,0,0,20260731,20261231
8,0,0,1,0,0,0,0,20260731,20261231
9,1,1,1,1,1,0,0,20260731,20261231
10,1,1,1,1,1,0,0,20260731,20261231
